Date,"Taiwan, PPI, Goods, All items","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products","Taiwan, PPI, Goods, Quarrying and mining products","Taiwan, PPI, Goods, Manufacturing products","Taiwan, PPI, Goods, Electronic parts and components","Taiwan, PPI, Goods, (semi-conductors","Taiwan, PPI, Goods, Computers, Electronic and optical products","Taiwan, PPI, Goods, Water, Electricity & gas supply","Taiwan, PPI, Services, Warehousing and storage","Taiwan, PPI, Services, Postal and courier","Taiwan, PPI, Services, Accomodation","Taiwan, PPI, Services, Food and beverage","Taiwan, PPI, Services, Banking","Taiwan, PPI, Services, Insurance","Taiwan, PPI, Services, Securities","Taiwan, PPI, Goods, All items, % YoY","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, % YoY","Taiwan, PPI, Goods, Quarrying and mining products, % YoY","Taiwan, PPI, Goods, Manufacturing products, % YoY","Taiwan, PPI, Goods, Electronic parts and components, % YoY","Taiwan, PPI, Goods, (semi-conductors, % YoY","Taiwan, PPI, Goods, Computers, Electronic and optical products, % YoY","Taiwan, PPI, Goods, Water, Electricity & gas supply, % YoY","Taiwan, PPI, Services, Warehousing and storage, % YoY","Taiwan, PPI, Services, Postal and courier, % YoY","Taiwan, PPI, Services, Accomodation, % YoY","Taiwan, PPI, Services, Food and beverage, % YoY","Taiwan, PPI, Services, Banking, % YoY","Taiwan, PPI, Services, Insurance, % YoY","Taiwan, PPI, Services, Securities, % YoY","Taiwan, PPI, Goods, All items, 3mma","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, 3mma","Taiwan, PPI, Goods, Quarrying and mining products, 3mma","Taiwan, PPI, Goods, Manufacturing products, 3mma","Taiwan, PPI, Goods, Electronic parts and components, 3mma","Taiwan, PPI, Goods, (semi-conductors, 3mma","Taiwan, PPI, Goods, Computers, Electronic and optical products, 3mma","Taiwan, PPI, Goods, Water, Electricity & gas supply, 3mma","Taiwan, PPI, Services, Warehousing and storage, 3mma","Taiwan, PPI, Services, Postal and courier, 3mma","Taiwan, PPI, Services, Accomodation, 3mma","Taiwan, PPI, Services, Food and beverage, 3mma","Taiwan, PPI, Services, Banking, 3mma","Taiwan, PPI, Services, Insurance, 3mma","Taiwan, PPI, Services, Securities, 3mma","Taiwan, PPI, Goods, All items, % YoY, 3mma","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, % YoY, 3mma","Taiwan, PPI, Goods, Quarrying and mining products, % YoY, 3mma","Taiwan, PPI, Goods, Manufacturing products, % YoY, 3mma","Taiwan, PPI, Goods, Electronic parts and components, % YoY, 3mma","Taiwan, PPI, Goods, (semi-conductors, % YoY, 3mma","Taiwan, PPI, Goods, Computers, Electronic and optical products, % YoY, 3mma","Taiwan, PPI, Goods, Water, Electricity & gas supply, % YoY, 3mma","Taiwan, PPI, Services, Warehousing and storage, % YoY, 3mma","Taiwan, PPI, Services, Postal and courier, % YoY, 3mma","Taiwan, PPI, Services, Accomodation, % YoY, 3mma","Taiwan, PPI, Services, Food and beverage, % YoY, 3mma","Taiwan, PPI, Services, Banking, % YoY, 3mma","Taiwan, PPI, Services, Insurance, % YoY, 3mma","Taiwan, PPI, Services, Securities, % YoY, 3mma"
1992-10-01,86.22907309105766,98.31166310886861,55.53864366649749,87.93185495384026,78.88045367236796,78.11962300007707,93.46925460773119,78.79180151024813,,,,,,,,-1.9045407037509898,8.247863247863219,0.9840098400983655,-2.5935687928307916,-5.251593056471138,-6.319485078993548,-3.861897731848085,-3.755435498748161,,,,,,,,86.26990608411604,97.10201177307717,55.30187721968537,87.96357983566507,78.5775989105358,77.69930746381094,93.02778230848692,81.26573175116867,,,,,,,,-2.2121872070804773,6.3184561815429765,3.816301958482151,-2.939049895981127,-6.153791577334933,-7.326030578487291,-4.7402340738252144,-2.726474067071949,,,,,,,
1992-11-01,85.97386688444271,94.15874248010869,54.490106544900996,87.9604073474826,79.23412299155451,78.30452759444263,93.82482466155602,78.79180151024813,,,,,,,,-1.7498833411105474,2.255005268703858,0.7819831091647966,-2.0663346402458593,-3.5051240160404395,-4.784061455828592,-2.468633435062728,-2.31376220409254,,,,,,,,86.23928133932225,96.88854389029045,55.24550425615868,87.99847720567237,78.93025193857527,78.07510893106314,93.46490512695046,80.0287666307084,,,,,,,,-1.8206207828834013,6.55741068495421,2.1457027657378545,-2.457137192703614,-4.946129449754074,-6.118726467603783,-3.651860431299729,-2.760397018024848,,,,,,,
1992-12-01,85.82074316047374,93.59596351639821,52.29156096736,87.92233748929281,79.38961553705894,78.21207529725986,93.77915511335834,78.79180151024813,,,,,,,,-1.0009420631181931,3.9215686274509443,6.10844200411802,-1.471843003412976,-2.3183403983944695,-4.036425510461283,-1.5344567749006721,-2.31376220409254,,,,,,,,86.00789437865804,95.35545636845852,54.10677039291949,87.93819993020522,79.16806406699381,78.21207529725986,93.69107812754852,78.79180151024813,,,,,,,,-1.5517887026599102,4.808145714672672,2.624811651127063,-2.0439154788298755,-3.6916858236353485,-5.046657348427808,-2.621662647270495,-2.794319968977747,,,,,,,
1993-01-01,85.79011841567996,94.66330293033187,51.78420429561976,87.85571523746071,81.90493612610129,76.47089036698428,96.24531071603329,78.79180151024813,,,,,,,,0.08336310587120366,4.993542832544118,6.801534705266787,-0.34546043398465676,2.4991415162729957,-4.487426225301516,3.0059700450371984,-2.31376220409254,,,,,,,,85.86157615353214,94.13933630894626,52.85529060262692,87.91282002474537,80.17622488490491,77.66249775289559,94.61643016364921,78.79180151024813,,,,,,,,-0.8891540994525123,3.7233722428996376,4.563986606183204,-1.294546025881164,-1.1081076327206378,-4.435971063863797,-0.3323733883087339,-2.31376220409254,,,,,,,
1993-02-01,86.79052674561053,97.86532117213275,53.42465753424651,88.71228704673071,83.42327509985049,77.90390097331728,97.89267656173543,78.79180151024813,,,,,,,,1.85695459446511,5.040616538221188,12.740899357601677,1.5027768703038236,5.33163952727409,-1.7553518800401458,5.982694684796042,-2.31376220409254,,,,,,,,86.13379610725474,95.37486253962095,52.500140932408755,88.16344659116142,81.57260892100358,77.5289555458538,95.97238079704236,78.79180151024813,,,,,,,,0.3131252124060402,4.6519093327387475,8.550292022328831,-0.1048421890312697,1.8374802150508722,-3.426401205267649,2.484735984977523,-2.31376220409254,,,,,,,
1993-03-01,87.56635361371997,104.34698234038426,53.42465753424651,89.16912534500806,83.89585048324633,78.63838311204707,98.50921546240417,78.85652642934197,,,,,,,,2.034019269656273,10.252204223908112,10.41593848304785,1.3412655489453806,4.8866018677339085,-1.7045454545454586,5.842767516035163,-1.8132975151108233,,,,,,,,86.71566625833681,98.95853548094964,52.87783978803759,88.57904254306648,83.07468723639937,77.67105815078287,97.54906758005762,78.81337648327941,,,,,,,,1.3247789899975289,6.76212119822447,9.986124181972107,0.8328606617548492,4.239127637093665,-2.6491078532957073,4.943810748622801,-2.146940641098634,,,,,,,
1993-04-01,87.97468354430389,105.58897729477977,53.8474547606967,89.54030646235839,84.1245159913411,78.9799429877501,98.61686511172726,78.85652642934197,,,,,,,,2.1816457197059824,5.835440575763484,6.666666666666599,1.9174520636983994,5.558743639771979,-0.9118149305667345,6.092296894191929,-1.8132975151108233,,,,,,,,87.44385463454479,102.6004269357656,53.56558994306324,89.14057295136571,83.8145471914793,78.50740902437148,98.33958571195562,78.83495145631069,,,,,,,,2.024206527942455,7.042753779297592,9.941168169105376,1.5871648276492012,5.258995011593326,-1.4572374217174469,5.972586365007711,-1.9801190781047289,,,,,,,
1993-05-01,87.80114332380572,104.560450223171,53.170979198376386,89.46416674597883,83.7982865331259,79.11348519479188,98.29065405317237,78.8888888888889,,,,,,,,1.8834399431414628,0.8611007113440872,1.2560386473429164,2.1184139054861495,5.919303248680063,0.08121893375780953,6.46244081690337,-1.773002014775027,,,,,,,,87.78072682727652,104.83213661944501,53.4810304977732,89.39119951778177,83.93955100257112,78.91060376486301,98.47224487576794,78.86731391585761,,,,,,,,2.0330349775012393,5.649581837005226,6.1128812656857905,1.7923771727099764,5.45488291872865,-0.8450471504514617,6.132501742376821,-1.7998656816655576,,,,,,,
1993-06-01,89.04654961208665,110.5181447700369,51.97023507525784,90.40639573617582,84.60623799506072,80.1689822542952,99.61180884031967,82.58899676375407,,,,,,,,4.043416030534375,13.018456042865667,-2.722380500158328,3.7008733624454004,7.8256139260179935,2.0997547015535467,8.672906509128397,0.10460251046024993,,,,,,,,88.27412549339876,106.88919076266255,52.99622301144365,89.80362298150435,84.17634683984257,79.42080347894573,98.83977600173978,80.11147069399497,,,,,,,,2.70283389779394,6.571665776657745,1.7334416046170649,2.5789131105433163,6.434553604823345,0.42305290158154,7.075881406741232,-1.1605656731418668,,,,,,,
1993-07-01,89.13842384646802,105.97710071802835,50.397429392863124,90.90130389264294,85.37760297570036,80.52081460746298,100.17289186103406,82.58899676375407,,,,,,,,4.200477326968977,10.680989055533052,-8.364083640836439,4.2913299847127995,9.876010358628218,4.058942617238048,9.691016252902273,0.10460251046024993,,,,,,,,88.66203892745347,107.01856523707875,51.846214555499124,90.2572887915992,84.59404250129566,79.93442735218336,99.35845158484203,81.35562747213234,,,,,,,,3.3757777668816047,8.186848603247599,-3.276808497883948,3.37020575088145,7.873642511108758,2.0799720841831344,8.275454526311346,-0.5212656646181757,,,,,,,
1993-08-01,89.6590445079625,103.26023675528819,50.431253170979126,91.70077091462828,86.7526448977102,82.02316443668305,101.80068504322296,82.58899676375407,,,,,,,,4.175068200687937,8.925281473899705,-7.73514851485152,4.376557252735314,10.970710970710961,6.279116198589119,10.038787023977424,0.10460251046024993,,,,,,,,89.2813393221724,106.58516074778447,50.9329725463667,91.00282351448236,85.57882862282376,80.90432043281375,100.5284619148589,82.58899676375407,,,,,,,,4.139653852730429,10.874908857432807,-6.2738708852820935,4.122920199964504,9.557445085119058,4.145937839126904,9.467569928669365,0.10460251046024993,,,,,,,
1993-09-01,88.91384238464686,100.9120900446342,49.2812447150346,91.02503093175973,86.01176865148317,81.6893089190786,101.62126896101778,82.58899676375407,,,,,,,,2.7728613569321325,2.7667984189723382,-11.536126290224658,3.3164092038457493,9.323774462313494,4.997524343951176,9.152067274001418,0.10460251046024993,,,,,,,,89.23710357969246,103.38314250598359,50.03664242629228,91.20903524634366,86.04733884163124,81.41109598774155,101.1982819550916,82.58899676375407,,,,,,,,3.716135628196349,7.457689649468364,-9.211786148637536,3.994765480431288,10.05683193055089,5.111861053259447,9.627290183627037,0.10460251046024993,,,,,,,
1993-10-01,88.25030624744801,100.15524936929943,48.60476915271429,90.49205291710284,85.43858044452564,81.3888389532346,101.13847659435655,78.8888888888889,,,,,,,,2.3440274653723003,1.8752467429924868,-12.484774665042664,2.91157051628963,8.314007421150272,4.184884447220516,8.205074512267485,0.12322015334063074,,,,,,,,88.94106438001911,101.4425253897406,49.439089012909335,91.07261825449694,86.067664664573,81.70043743633208,101.52014353286576,81.35562747213235,,,,,,,,3.0973190076641237,4.522442211954842,-10.585349823372946,3.5348456576235647,9.53616428472491,5.153841663253602,9.131976270082108,0.11080839142037686,,,,,,,
1993-11-01,87.97468354430387,101.55249369299435,46.59225435481137,90.17797658703716,85.23125705051973,80.83412517013795,100.9427499592236,78.66235167206042,,,,,,,,2.3272381857040836,7.852431986809516,-14.49410304158909,2.521099329149523,7.568877943666319,3.230461447640298,7.586398720534038,-0.16429353778751876,,,,,,,,88.37961072546625,100.87327770230932,48.15942274085342,90.56502014529991,85.56053538217618,81.30409101415039,101.23416517153264,80.04674577490113,,,,,,,,2.481375669336172,4.164825716258112,-12.838334665618802,2.916359683094967,8.402219942376695,4.137623412937329,8.314513502267646,0.021176375337787306,,,,,,,
1993-12-01,87.7807268272765,106.13235008732775,43.36208354473188,89.80679546968683,84.90502759230453,80.45147538457591,100.32294894796934,78.51132686084144,,,,,,,,2.2838111097894354,13.394153016794498,-17.07632600258736,2.1433210651656154,6.947271400591437,2.863240847151527,6.977876721858922,-0.35596933187296287,,,,,,,,88.00190553967612,102.61336438320717,46.18636901741919,90.1589416579423,85.1916216957833,80.89147983598282,100.80139183384983,78.68752247393026,,,,,,,,2.3183589202886066,7.707277248865498,-14.685067903073035,2.525330303534923,7.610052255136009,3.4261955806707802,7.589783318220149,-0.13234757210661696,,,,,,,
1994-01-01,87.51531237239696,107.18028333009897,43.852528327414106,89.40706195869416,83.66108722826904,79.22905056627036,99.44870331104224,78.51132686084144,,,,,,,,2.010947168015198,13.22263222632225,-15.316786414108453,1.7657891886035948,2.1441334127456857,3.6068106256506915,3.328362255965267,-0.35596933187296287,,,,,,,,87.75690758132578,104.95504237014035,44.602288742319125,89.79727800513938,84.5991239570311,80.17155037366142,100.23813407274507,78.5616684645811,,,,,,,,2.2073321545029057,11.489739076642087,-15.6290718194283,2.1434031943062446,5.553427585667815,3.233504306814172,5.96421256611941,-0.29207740051114817,,,,,,,
1994-02-01,87.65822784810132,109.85833495051426,43.10840520886177,89.42609688778904,80.38659715235211,80.05084876345056,96.57152177458815,78.36030204962245,,,,,,,,0.9997647612326244,12.254610350981544,-19.30990819879711,0.8046346958480832,-3.6400847891235766,2.755892533377291,-1.3495951214635538,-0.5476451259583959,,,,,,,,87.65142234925827,107.723656122647,43.44100569366926,89.54665143872334,82.98423732430855,79.91045823809894,98.7810580111999,78.46098525710177,,,,,,,,1.7648410130124192,12.957131864699429,-17.234340205164305,1.5712483165390978,1.8171066747378486,3.0753146687265023,2.985547952120212,-0.41986126323477385,,,,,,,
1994-03-01,87.93385055124546,113.19619639045216,43.294435988499856,89.52127153326349,80.43233025397106,80.57731323351912,96.33338770184308,78.95361380798275,,,,,,,,0.41967824667750175,8.480565371024706,-18.961696739474533,0.39491941509230966,-4.128357015663042,2.4656281636785238,-2.208755546724961,0.12311901504789002,,,,,,,,87.70246359058125,110.07827155702181,43.41845650825858,89.4514767932489,81.49333821153074,79.9524041877467,97.45120426249116,78.60841423948222,,,,,,,,1.143463391975108,11.319269316109498,-17.86279711746003,0.9884477665146626,-1.8747694640136443,2.9427771075688347,-0.07666280407441588,-0.26016514759448955,,,,,,,
1994-04-01,88.59738668844432,113.21560256161459,45.120920006764685,90.18749405158461,80.35001067105696,80.36159120675931,96.46061001467947,78.95361380798275,,,,,,,,0.7078208401020802,7.222936960117599,-16.20603015075379,0.7227891156462496,-4.486807770368206,1.7493659361383695,-2.186497304091828,0.12311901504789002,,,,,,,,88.06315502926368,112.09004463419369,43.84125373470877,89.71162082421237,80.38964602579337,80.32991773457634,96.45517316370358,78.75584322186263,,,,,,,,0.7090879493374022,9.319370894041283,-18.15921169634181,0.6407810755288809,-4.085083191718275,2.323628877731394,-1.9149493240934474,-0.10046903195420527,,,,,,,
1994-05-01,89.71008574928548,115.718998641568,47.522408253001785,91.18682782906629,81.32565017226126,81.35802152084032,97.38052519980425,78.95361380798275,,,,,,,,2.1741657946750204,10.671863400148428,-10.623409669211215,1.925531914893619,-2.9507003820265387,2.837109653963532,-0.9259566559357446,0.08204567209080249,,,,,,,,88.74710766299175,114.04359919787824,45.31258808275544,90.29853113797147,80.70266369909643,80.76564198703959,96.72484097210894,78.95361380798275,,,,,,,,1.1005549604848675,8.79178857709691,-15.263712186479843,1.0144134818773927,-3.8552883893525958,2.350701251260141,-1.7737365022508442,0.10942790072886084,,,,,,,
1994-06-01,90.47570436913031,111.19736076072189,50.05919161170295,92.11953935471587,82.12445501387229,82.26199953773855,98.39504159190994,82.65372168284792,,,,,,,,1.6049524246245284,0.6145741878840649,-3.6771884152294376,1.8949363090851934,-2.93333333333331,2.610756959349092,-1.2215090385119254,0.07836990595611049,,,,,,,,89.59439226895337,113.37732065463483,47.567506623823135,91.16462041178893,81.26670528573017,81.32720408844607,97.41205893546454,80.18698309960446,,,,,,,,1.4956463531338764,6.169791516050029,-10.168876078398144,1.514419113208354,-3.4569471619093517,2.399077516483664,-1.4446543328464994,0.094511531031601,,,,,,,
1994-07-01,90.62882809309927,108.28643508635744,50.76949095213927,92.44313314932897,81.24942833622968,81.65335524795195,97.6447561572337,83.10679611650488,,,,,,,,1.672010994044859,2.1790880791063616,0.7382550335570004,1.696157470421955,-4.835196228975425,1.4065191044204894,-2.5237723068907147,0.6269592476489061,,,,,,,,90.27153940383835,111.7342648295491,49.45036360561466,91.91650011103705,81.56651117412109,81.75779210217694,97.80677431631597,81.57137720244519,,,,,,,,1.8170430711148027,4.488508555712951,-4.520781016961215,1.8388752314669226,-3.5730766481117584,2.2847952392443704,-1.5570793337794615,0.2624582752319397,,,,,,,
1994-08-01,90.87382605144961,114.80690859693381,49.75477760865881,92.3194061102122,80.6213604073294,80.95225866098261,96.65307453922686,83.2686084142395,,,,,,,,1.3548901286575932,11.182108626198062,-1.341381623071769,0.6746237675143041,-7.067547620721159,-1.3056138263564776,-5.0565578235652335,0.8228840125391823,,,,,,,,90.65945283789306,111.43023481467105,50.194486724167014,92.29402620475234,81.33174791914381,81.6225378155577,97.56429076279016,83.0097087378641,,,,,,,,1.5439511824423269,4.6585902977294955,-1.4267716682480664,1.4219058490071508,-4.945359061009965,0.903887412471034,-2.933946389655958,0.5094043887147329,,,,,,,
1994-09-01,90.88403429971422,112.94391616534058,48.09741248097405,92.5763776529932,80.18537150522874,80.72369603739185,95.80166367639859,83.2686084142395,,,,,,,,2.2158438576348916,11.923076923076925,-2.4021962937543107,1.7043078209953988,-6.77395342242384,-1.1820553931277455,-5.726759116589664,0.8228840125391823,,,,,,,,90.79556281475436,112.01241994954394,49.54056034725738,92.44630563751146,80.68538674959593,81.1097699821088,96.69983145761972,83.21467098166129,,,,,,,,1.7475816601124479,8.42809120946045,-1.0017742944230241,1.358363019643886,-6.225565757373475,-0.36038337168791185,-4.43569641568187,0.7575757575757569,,,,,,,
1994-10-01,91.08819926500617,111.1973607607219,47.94520547945198,93.06176834491289,79.95670599713398,80.45404350394209,95.32539553090847,79.5577130528587,,,,,,,,3.215731636784236,11.024995155977525,-1.3569937369520058,2.8397139251157277,-6.4161581558005665,-1.1485548403382895,-5.747645465101304,0.8478052782715739,,,,,,,,90.94868653872334,112.98272850766544,48.599131856361616,92.65251736937277,80.25447930323071,80.70999940077218,95.92671124884464,82.03164329377923,,,,,,,,2.26215520769224,11.376726901750837,-1.7001905512593594,1.7395485045418102,-6.752553066315188,-1.2120746866075047,-5.510320801752067,0.8311911011166462,,,,,,,
1994-11-01,91.63944467129444,108.53871531146906,48.334178927786155,93.86123536689823,80.10305192231463,80.7596497085185,95.50481161311365,79.5577130528587,,,,,,,,4.165699698305825,6.87941907127847,3.7386569872958075,4.0844327176781325,-6.016812734752253,-0.09213368916000109,-5.387150982419886,1.138233680746037,,,,,,,,91.20389274533828,110.89333074584385,48.1255989627374,93.16646045493478,80.08170980822578,80.64579641661747,95.54395694014023,80.79467817331896,,,,,,,,3.1990917309083176,9.942497050110973,-0.0068443478035005905,2.876151487929753,-6.402308104325553,-0.8075813075420126,-5.6205185213702835,0.9363076571855977,,,,,,,
1994-12-01,92.57860351163744,110.84804967979818,47.776086588871905,94.83201675073758,80.88051464983678,81.12175453915101,96.14092317729569,79.70873786407769,,,,,,,,5.46575183160829,4.443225452550759,10.179407176287047,5.595591352267926,-4.740017236426308,0.8331471254827916,-4.168563438902273,1.5251442704039775,,,,,,,,91.76874914931268,110.19470858399639,48.018490332036684,93.9183401541829,80.31342418976179,80.77848258387053,95.65704344043927,79.60805465659837,,,,,,,,4.2823943888994505,7.44921322660225,4.187023475543619,4.173245998353928,-5.72432937565971,-0.1358471346718336,-5.101119962141154,1.1703944098071961,,,,,,,
1995-01-01,93.85463454471216,114.94275179507085,48.90918315575842,95.97411249643093,81.31345467849621,82.30565756696376,95.2536290980264,79.70873786407769,,,,,,,,7.243671993467804,7.242440702516761,11.53104512148091,7.345113902490996,-2.8061224489795533,3.8831804479595444,-4.218329725119752,1.5251442704039775,,,,,,,,92.69089424254803,111.4431722621127,48.339816224138836,94.88912153802225,80.76567375021587,81.39568727154442,95.63312129614525,79.65839626033802,,,,,,,,5.62504117446064,6.18836174211533,8.48303642835459,5.675045990812351,-4.520984140052704,1.5413979614274442,-4.591348048813971,1.3961740738513306,,,,,,,
1995-02-01,94.76316864026137,116.45643314574036,50.95552173177735,96.8211668411535,79.88353303454365,79.03644161380625,95.11009623226224,79.70873786407769,,,,,,,,8.105275416326974,6.006006006006026,18.203216947822654,8.269476372924679,-0.6258059622240686,-1.267203490423785,-1.5133090122956605,1.7208149779735837,,,,,,,,93.73213556553698,114.08241154020313,49.213597158802564,95.875765362774,80.69250078762555,80.82128457330701,95.5015495025281,79.70873786407769,,,,,,,,6.938233080467689,5.897224053691182,13.30455641519687,7.0700605425612,-2.7239818825433098,1.1497080276728495,-3.300067392105895,1.5903678395938463,,,,,,,
1995-03-01,95.52878726010618,117.81486512711044,50.34669372568907,97.64918625678118,80.12134516296221,80.27941138704132,94.91110748654376,79.70873786407769,,,,,,,,8.63710239145572,4.0802331561803795,16.28906249999995,9.079311078035346,-0.3866419013683786,-0.3697093319734557,-1.4764146151502122,0.9564148107665149,,,,,,,,94.7155301483599,116.40468335597389,50.070466204408284,96.81482186478854,80.43944429200069,80.54050352260377,95.09161093894413,79.70873786407769,,,,,,,,7.995349933750165,5.776226621567722,15.341108189767839,8.231300451150341,-1.2728567708573335,0.748755875187434,-2.402684450855208,1.4007913530480254,,,,,,,
1995-04-01,96.02899142507148,118.37764409082088,52.240825300185946,98.10602455505854,78.82557395042524,79.0749634042991,93.5377589300277,79.70873786407769,,,,,,,,8.388063140914802,4.5594789166952365,15.77961019490255,8.780075981426826,-1.8972451999696438,-1.601048191230936,-3.030098072370646,0.9564148107665149,,,,,,,,95.44031577514636,117.54964745455722,51.18101358588412,97.52545921766439,79.61015071597704,79.46360546838223,94.5196542162779,79.70873786407769,,,,,,,,8.376813649565833,4.881906026293881,16.757296547575052,8.70962114412895,-0.9698976878540303,-1.0793203378760594,-2.006607233272173,1.2112148665022044,,,,,,,
1995-05-01,96.42711310739078,118.08655152338443,53.390833756130476,98.53431045969356,78.92618677398693,78.92858060042636,93.50513782417221,79.70873786407769,,,,,,,,7.487482931269862,2.04595002515513,12.34875444839858,8.057614027763371,-2.950438629376917,-2.9861111111110894,-3.979632855420079,0.9564148107665149,,,,,,,,95.99496393085616,118.09302024710526,51.99278426066849,98.09650709051108,79.29103529579146,79.42765179725559,93.98466808024789,79.70873786407769,,,,,,,,8.17088282121346,3.561887366010248,14.805809047767028,8.639000362408515,-1.7447752435716464,-1.6522895447718275,-2.8287151809803124,0.9564148107665149,,,,,,,
1995-06-01,96.83544303797468,117.48496021734911,52.68053441569415,98.93404397068622,79.91097289551502,80.08680243457722,94.46093622573802,83.41963322545848,,,,,,,,7.029222610854058,5.6544502617801085,5.236486486486469,7.39745841512558,-2.695277695277709,-2.6442307692307265,-3.9982760335510514,0.9266510049595444,,,,,,,,96.4305158568123,117.98305194385148,52.770731157336854,98.52479299514611,79.22091120664238,79.3634488131009,93.83461099331265,80.94570298453796,,,,,,,,7.63492289434624,4.086626401210157,11.121617043262534,8.078382808105259,-2.51432050820809,-2.4104633571909178,-3.669335653780592,0.9464935421641915,,,,,,,
1995-07-01,97.37648019599837,118.74636134290704,51.78420429561974,99.52412677262778,80.27683770846662,81.28868229795326,94.95677703474146,83.41963322545848,,,,,,,,7.445370578959176,9.65949820788532,1.9986675549633626,7.659837331411579,-1.1970430410147115,-0.44661110237456114,-2.752814619316457,0.37642782969884436,,,,,,,,96.87967878045463,118.10595769454686,52.61852415581478,98.99749373433586,79.7046657926562,80.10135511098561,94.30761702821724,82.18266810499823,,,,,,,,7.320692040361031,5.786632831606852,6.52796949661614,7.704969924766843,-2.280919788556446,-2.025650994238793,-3.5769078360958626,0.7531645484749679,,,,,,,
1995-08-01,98.74438546345448,118.70754900058218,53.77980720446466,101.02788617112404,82.67325223329969,83.26099797118576,99.38998532050235,83.41963322545848,,,,,,,,8.660975061783827,3.3975659229209088,8.08973487423521,9.432989690721726,2.5450970010966856,2.8519763974367285,2.831685173309939,0.18137064386578583,,,,,,,,97.6521028991425,118.31295685361277,52.748181971926186,99.82868563814601,80.9536876124271,81.54549423457208,96.26923286032728,83.41963322545848,,,,,,,,7.711856083865686,6.237171464195445,5.108296305228349,8.163428479086294,-0.44907457839857834,-0.07962182472285366,-1.3064684931858566,0.49481649284139156,,,,,,,
1995-09-01,98.42792976725194,115.71899864156802,54.57466599019103,100.8089844865328,83.1732674776669,82.3441793574566,99.50742130158211,83.41963322545848,,,,,,,,8.300572840615473,2.45704467353951,13.46694796061887,8.89277269456159,3.726235741444839,2.007444405561065,3.868155815854024,0.18137064386578583,,,,,,,,98.18293180890159,117.72430299501907,53.37955916342514,100.45366581009488,82.04111913981107,82.2979532088652,97.95139455227532,83.41963322545848,,,,,,,,8.135639493786158,5.171369601448578,7.851783463272483,8.66186657223163,1.6914299005089377,1.4709365668744103,1.3156754566158353,0.24638970581013867,,,,,,,
1995-10-01,96.7435688035933,114.2635358043858,52.27464907830197,99.22908537165699,81.46589835055936,80.55933639795583,97.70673625835914,79.70873786407769,,,,,,,,6.208674212708676,2.7574171029668415,9.029982363315714,6.627122110861139,1.8875119161105403,0.13087334014303398,2.498117856409565,0.1898305084745866,,,,,,,,97.97196134476657,116.230027815512,53.543040757652555,100.35531867643795,82.43747268717532,82.05483790886608,98.86804762681453,82.18266810499823,,,,,,,,7.723407371702657,2.8706758998090858,10.1955550660566,8.317628165381485,2.719614886217355,1.6634313810469419,3.0659862818578425,0.1841905987353861,,,,,,,
1995-11-01,97.11106574111884,115.21443819134485,53.84745476069669,99.49557437898545,82.3317784078782,80.88291943809554,99.51720763333877,79.70873786407769,,,,,,,,5.970814303219307,6.1505453245127795,11.40657802659204,6.00283918069362,2.782324058919783,0.15263777148855073,4.201250128086942,0.1898305084745866,,,,,,,,97.42752143732135,115.06565754576623,53.56558994306323,99.84454807905841,82.32364807870148,81.26214506450266,98.91045506442669,80.94570298453796,,,,,,,,6.8266871188478175,3.7883357003397093,11.301169450175543,7.174244662038784,2.7986905721583875,0.7636518390642161,3.522507933450177,0.18701055360498633,,,,,,,
1995-12-01,97.33564720293998,117.9895206675723,56.688652122441994,99.42895212715334,82.25250769840532,80.75964970851854,99.59876039797749,79.70873786407769,,,,,,,,5.138383504245203,6.442577030812324,18.654867256637164,4.847450822962696,1.6963208685162767,-0.44637204001513053,3.5966340933767826,0.0,,,,,,,,97.06342724921736,115.82249822110099,54.270251987146885,99.38453729259861,82.01672815228096,80.73396851485664,98.94090142989181,79.70873786407769,,,,,,,,5.772624006724395,5.116846486097313,13.030475882181642,5.825804038172485,2.1220522811822,-0.0542869761278492,3.4320006926244297,0.12655367231639106,,,,,,,
1996-01-01,97.19273172723561,121.87075490005823,55.33570099780136,99.09584086799278,82.19762797646261,80.58758571098392,99.53678029685207,79.70873786407769,,,,,,,,3.556667391777224,6.02735100455849,13.139695712309818,3.2526775089250615,1.0873640794900608,-2.087428624918064,4.496575342465792,0.0,,,,,,,,97.2131482237648,118.35823791965845,55.29060262698002,99.34012245804387,82.26063802758205,80.74338495253267,99.55091610938945,79.70873786407769,,,,,,,,4.888621733080577,6.20682445329453,14.400380331846343,4.700989170860459,1.85533633564204,-0.7937209644815485,4.098153187976505,0.06327683615819553,,,,,,,
