raw_data_name,data_type,cleaned_name
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, LCU, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Transport Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Transport Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Transport Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Transport Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Construction, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Construction, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Construction, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Construction, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Intellectual Property Products, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Intellectual Property Products, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Intellectual Property Products, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Intellectual Property Products, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Other Machinery and Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Other Machinery and Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Other Machinery and Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Other Machinery and Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Transport Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Transport Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Transport Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public Enterprises, Transport Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Construction, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Construction, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Construction, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Construction, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Intellectual Property Products, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Intellectual Property Products, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Intellectual Property Products, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Intellectual Property Products, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Other Machinery and Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Other Machinery and Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Other Machinery and Equipment, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Other Machinery and Equipment, LCU, % QoQ, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Other Machinery and Equipment, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Other Machinery and Equipment, LCU, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Other Machinery and Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Other Machinery and Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Transport Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Transport Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Transport Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, Transport Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Transport Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Transport Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Transport Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Transport Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Inventories, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Inventories, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Inventories, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Inventories, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, LCU, % QoQ, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, LCU, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, % SAAR",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, % SAAR, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, LCU, % QoQ, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, LCU, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Private Consumption, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, % SAAR",p,"Taiwan, NGDP, Expenditure, Domestic Demand, % SAAR, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, Domestic Demand, LCU, % QoQ, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, LCU, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, % YoY",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, % SAAR",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, % SAAR, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, % YoY",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, % YoY",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, % QoQ, SA"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, SA"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, % YoY",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, % SAAR",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, % SAAR, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, % YoY",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, % YoY",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, % QoQ, SA"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, SA"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, % YoY",p,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, LCU, SA"
"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, TWD bn",b,"Taiwan, NGDP, Expenditure, Net Exports of Goods and Services, LCU"
"Taiwan, NGDP, Expenditure, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, LCU, % QoQ, SA"
"Taiwan, NGDP, Expenditure, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, LCU, SA"
"Taiwan, NGDP, Expenditure, TWD bn",b,"Taiwan, NGDP, Expenditure, LCU"
"Taiwan, NGDP, Income, GNI, % YoY",p,"Taiwan, NGDP, Income, GNI, LCU, % YoY"
"Taiwan, NGDP, Income, GNI, TWD bn",b,"Taiwan, NGDP, Income, GNI, LCU"
"Taiwan, NGDP, Income, Net Factor Income from Abroad, % YoY",p,"Taiwan, NGDP, Income, Net Factor Income from Abroad, LCU, % YoY"
"Taiwan, NGDP, Income, Net Factor Income from Abroad, TWD bn",b,"Taiwan, NGDP, Income, Net Factor Income from Abroad, LCU"
"Taiwan, RGDP, Activity, % YoY",p,"Taiwan, RGDP, Activity, LCU, % YoY"
"Taiwan, RGDP, Activity, Activity, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Activity, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Import Duties, % YoY",p,"Taiwan, RGDP, Activity, Import Duties, LCU, % YoY"
"Taiwan, RGDP, Activity, Import Duties, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Import Duties, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Import Duties, TWD bn",b,"Taiwan, RGDP, Activity, Import Duties, LCU"
"Taiwan, RGDP, Activity, Primary, % YoY",p,"Taiwan, RGDP, Activity, Primary, LCU, % YoY"
"Taiwan, RGDP, Activity, Primary, Agriculture, % YoY",p,"Taiwan, RGDP, Activity, Primary, Agriculture, LCU, % YoY"
"Taiwan, RGDP, Activity, Primary, Agriculture, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Primary, Agriculture, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Primary, Agriculture, TWD bn",b,"Taiwan, RGDP, Activity, Primary, Agriculture, LCU"
"Taiwan, RGDP, Activity, Primary, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Primary, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Primary, Mining, % YoY",p,"Taiwan, RGDP, Activity, Primary, Mining, LCU, % YoY"
"Taiwan, RGDP, Activity, Primary, Mining, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Primary, Mining, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Primary, Mining, TWD bn",b,"Taiwan, RGDP, Activity, Primary, Mining, LCU"
"Taiwan, RGDP, Activity, Primary, SA, % QoQ",p,"Taiwan, RGDP, Activity, Primary, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Primary, SA, TWD bn",b,"Taiwan, RGDP, Activity, Primary, LCU, SA"
"Taiwan, RGDP, Activity, Primary, TWD bn",b,"Taiwan, RGDP, Activity, Primary, LCU"
"Taiwan, RGDP, Activity, Secondary, % YoY",p,"Taiwan, RGDP, Activity, Secondary, LCU, % YoY"
"Taiwan, RGDP, Activity, Secondary, Construction, % YoY",p,"Taiwan, RGDP, Activity, Secondary, Construction, LCU, % YoY"
"Taiwan, RGDP, Activity, Secondary, Construction, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Secondary, Construction, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Secondary, Construction, SA, % QoQ",p,"Taiwan, RGDP, Activity, Secondary, Construction, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Secondary, Construction, SA, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, Construction, LCU, SA"
"Taiwan, RGDP, Activity, Secondary, Construction, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, Construction, LCU"
"Taiwan, RGDP, Activity, Secondary, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Secondary, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Secondary, Manufacturing, % YoY",p,"Taiwan, RGDP, Activity, Secondary, Manufacturing, LCU, % YoY"
"Taiwan, RGDP, Activity, Secondary, Manufacturing, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Secondary, Manufacturing, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Secondary, Manufacturing, SA, % QoQ",p,"Taiwan, RGDP, Activity, Secondary, Manufacturing, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Secondary, Manufacturing, SA, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, Manufacturing, LCU, SA"
"Taiwan, RGDP, Activity, Secondary, Manufacturing, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, Manufacturing, LCU"
"Taiwan, RGDP, Activity, Secondary, SA, % QoQ",p,"Taiwan, RGDP, Activity, Secondary, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Secondary, SA, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, LCU, SA"
"Taiwan, RGDP, Activity, Secondary, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, LCU"
"Taiwan, RGDP, Activity, Secondary, Utilities, % YoY",p,"Taiwan, RGDP, Activity, Secondary, Utilities, LCU, % YoY"
"Taiwan, RGDP, Activity, Secondary, Utilities, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Secondary, Utilities, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Secondary, Utilities, Electricity and gas, % YoY",p,"Taiwan, RGDP, Activity, Secondary, Utilities, Electricity and gas, LCU, % YoY"
"Taiwan, RGDP, Activity, Secondary, Utilities, Electricity and gas, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Secondary, Utilities, Electricity and gas, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Secondary, Utilities, Electricity and gas, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, Utilities, Electricity and gas, LCU"
"Taiwan, RGDP, Activity, Secondary, Utilities, SA, % QoQ",p,"Taiwan, RGDP, Activity, Secondary, Utilities, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Secondary, Utilities, SA, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, Utilities, LCU, SA"
"Taiwan, RGDP, Activity, Secondary, Utilities, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, Utilities, LCU"
"Taiwan, RGDP, Activity, Secondary, Utilities, Water supply, % YoY",p,"Taiwan, RGDP, Activity, Secondary, Utilities, Water supply, LCU, % YoY"
"Taiwan, RGDP, Activity, Secondary, Utilities, Water supply, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Secondary, Utilities, Water supply, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Secondary, Utilities, Water supply, TWD bn",b,"Taiwan, RGDP, Activity, Secondary, Utilities, Water supply, LCU"
"Taiwan, RGDP, Activity, TWD bn",b,"Taiwan, RGDP, Activity, LCU"
"Taiwan, RGDP, Activity, Tertiary, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, SA, % QoQ",p,"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, SA, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, LCU, SA"
"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Accommodation and food services, LCU"
"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, SA, % QoQ",p,"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, SA, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, LCU, SA"
"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Arts, sports and recreation, LCU"
"Taiwan, RGDP, Activity, Tertiary, Business, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, Business, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Business, SA, % QoQ",p,"Taiwan, RGDP, Activity, Tertiary, Business, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Tertiary, Business, SA, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Business, LCU, SA"
"Taiwan, RGDP, Activity, Tertiary, Business, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Business, LCU"
"Taiwan, RGDP, Activity, Tertiary, Consumer, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, Consumer, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Consumer, SA, % QoQ",p,"Taiwan, RGDP, Activity, Tertiary, Consumer, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Tertiary, Consumer, SA, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Consumer, LCU, SA"
"Taiwan, RGDP, Activity, Tertiary, Consumer, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Consumer, LCU"
"Taiwan, RGDP, Activity, Tertiary, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Tertiary, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Tertiary, Education, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, Education, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Education, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Tertiary, Education, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Tertiary, Education, SA, % QoQ",p,"Taiwan, RGDP, Activity, Tertiary, Education, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Tertiary, Education, SA, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Education, LCU, SA"
"Taiwan, RGDP, Activity, Tertiary, Education, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Education, LCU"
"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, SA, % QoQ",p,"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, SA, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, LCU, SA"
"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Financial and insurance, LCU"
"Taiwan, RGDP, Activity, Tertiary, Human health and social work, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, Human health and social work, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Human health and social work, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Tertiary, Human health and social work, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Tertiary, Human health and social work, SA, % QoQ",p,"Taiwan, RGDP, Activity, Tertiary, Human health and social work, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Tertiary, Human health and social work, SA, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Human health and social work, LCU, SA"
"Taiwan, RGDP, Activity, Tertiary, Human health and social work, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Human health and social work, LCU"
"Taiwan, RGDP, Activity, Tertiary, Information and communication, % YoY",p,"Taiwan, RGDP, Activity, Tertiary, Information and communication, LCU, % YoY"
"Taiwan, RGDP, Activity, Tertiary, Information and communication, Contribution to YoY chg, ppts",p,"Taiwan, RGDP, Activity, Tertiary, Information and communication, Contribution to YoY chg, ppts, LCU"
"Taiwan, RGDP, Activity, Tertiary, Information and communication, SA, % QoQ",p,"Taiwan, RGDP, Activity, Tertiary, Information and communication, LCU, % QoQ, SA"
"Taiwan, RGDP, Activity, Tertiary, Information and communication, SA, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Information and communication, LCU, SA"
"Taiwan, RGDP, Activity, Tertiary, Information and communication, TWD bn",b,"Taiwan, RGDP, Activity, Tertiary, Information and communication, LCU"
